approach,minutes,cs_amount,percentage,repetition,stat_route_length,stat_duration,stat_waiting_time,stat_time_loss,stat_depart_delay,sim_ended_time,reason,perf_duration_s,real_time_factor,ups,vehicles_inserted,vehicles_running,vehicles_waiting,teleports_total,teleports_collisions,teleports_jam,teleports_yield,teleports_wrong_lane,emergency_stops
pseudorandom,20,16,10,1,9558.61,1661.09,796.43,961.67,9.34,54521.0,TraCI requested termination.,7924.294,4.15444,1677.168086,8001,0,0,980,6,150,304,520,587
pseudorandom,20,16,10,2,9591.0,1529.74,664.35,827.34,7.75,45711.0,TraCI requested termination.,8578.22,2.81072,1426.802064,8001,0,0,1055,15,210,331,499,621
pseudorandom,20,16,10,3,9505.44,1581.85,737.7,900.72,5.97,53796.0,TraCI requested termination.,8465.838,3.80305,1494.993526,8001,0,0,1129,11,473,248,397,594
pseudorandom,20,16,10,4,9746.15,1573.72,711.92,872.56,5.81,45266.0,TraCI requested termination.,8574.635,2.76,1468.437549,8001,0,0,1022,4,247,317,454,582
pseudorandom,20,16,10,5,9607.28,1531.3,659.41,822.12,5.21,50478.0,TraCI requested termination.,7898.809,3.65599,1551.10992,8001,0,0,1022,13,178,271,560,587
pseudorandom,20,25,10,1,9553.91,1656.1,765.82,929.63,5.98,51435.0,TraCI requested termination.,13420.139,2.22315,987.353633,8001,0,0,1064,10,244,280,530,599
pseudorandom,20,25,10,2,9434.0,1294.66,457.85,616.67,5.6,41798.0,TraCI requested termination.,12595.841,1.60355,822.382245,8001,0,0,898,12,191,244,451,596
pseudorandom,20,25,10,3,9448.98,1283.29,446.21,603.1,8.66,40533.0,TraCI requested termination.,11986.531,1.57952,856.595958,8001,0,0,914,9,272,237,396,567
pseudorandom,20,25,10,4,9656.82,1439.61,572.76,732.43,5.39,49015.0,TraCI requested termination.,13782.251,1.98915,835.734308,8001,0,0,1067,7,305,288,467,611
pseudorandom,20,25,10,5,9548.7,1424.46,562.18,721.16,5.12,50349.0,TraCI requested termination.,12970.363,2.21651,878.703703,8001,0,0,1041,13,234,348,446,589
pseudorandom,20,36,10,1,9469.07,1304.57,458.92,616.74,6.16,43339.0,TraCI requested termination.,17268.109,1.25891,604.461033,8001,0,0,983,15,261,244,463,657
pseudorandom,20,36,10,2,9303.26,1278.97,443.25,600.05,6.73,46070.0,TraCI requested termination.,16658.662,1.46891,614.276285,8001,0,0,911,13,182,273,443,588
pseudorandom,20,36,10,3,9449.05,1306.67,454.9,613.93,5.46,43846.0,TraCI requested termination.,17517.748,1.26991,596.804566,8001,0,0,834,6,166,272,390,571
pseudorandom,20,36,10,4,9369.62,1123.83,301.89,453.73,5.47,34370.0,TraCI requested termination.,16849.992,0.757864,533.634378,8001,0,0,825,11,222,168,424,592
pseudorandom,20,36,10,5,9559.88,1254.42,408.88,567.65,5.68,40313.0,TraCI requested termination.,18608.284,1.00563,539.363866,8001,0,0,924,5,185,239,495,626
pseudorandom,20,49,10,1,9377.78,1206.2,379.41,533.37,5.84,37435.0,TraCI requested termination.,24067.372,0.657945,400.991267,8001,0,0,852,5,145,283,419,584
pseudorandom,20,49,10,2,9275.39,1186.99,360.7,516.76,7.93,37111.0,TraCI requested termination.,24087.608,0.643941,394.275139,8001,0,0,796,16,176,210,394,584
pseudorandom,20,49,10,3,9298.45,1284.91,451.39,608.89,5.45,41226.0,TraCI requested termination.,24376.268,0.805127,421.745609,8001,0,0,908,13,192,251,452,625
pseudorandom,20,49,10,4,9287.67,1241.48,404.32,558.51,5.63,43615.0,TraCI requested termination.,25504.718,0.863174,389.459315,8001,0,0,833,10,186,229,408,579
pseudorandom,20,49,10,5,9353.15,1150.16,321.18,475.51,5.55,36316.0,TraCI requested termination.,24164.983,0.60898,380.816366,8001,0,0,814,12,190,220,392,572
pseudorandom,20,9,10,1,9968.45,2450.41,1508.43,1688.19,5.13,77860.0,TraCI requested termination.,4890.213,11.5046,4009.174651,8001,0,0,1165,11,297,291,566,635
pseudorandom,20,9,10,2,9932.69,1807.44,914.6,1082.89,32.32,61910.0,TraCI requested termination.,4783.124,8.42755,3023.414404,8001,0,0,1093,13,214,359,507,587
pseudorandom,20,9,10,3,9855.45,1887.72,995.04,1167.62,5.29,65116.0,TraCI requested termination.,5613.558,7.75195,2690.565948,8001,0,0,1280,7,369,354,550,627
pseudorandom,20,9,10,4,9769.15,1928.12,1031.11,1201.02,5.9,66922.0,TraCI requested termination.,5145.135,8.80871,2998.349509,8001,0,0,977,4,224,291,458,599
pseudorandom,20,9,10,5,9911.16,2146.77,1252.17,1421.98,5.28,63989.0,TraCI requested termination.,4620.28,9.17455,3717.582917,8001,0,0,1117,5,243,335,534,571
pseudorandom,20,16,15,1,9982.98,2669.21,1696.38,1876.88,14.0,75906.0,TraCI requested termination.,11509.775,4.71825,1855.495698,8001,0,0,1659,2,357,468,832,611
pseudorandom,20,16,15,2,9970.13,2469.1,1495.47,1672.23,8.82,57737.0,TraCI requested termination.,13419.294,2.69291,1472.153304,8001,0,0,1928,4,459,633,832,604
pseudorandom,20,16,15,3,9894.99,2324.88,1404.36,1581.74,6.49,66093.0,TraCI requested termination.,12169.732,3.65604,1528.497834,8001,0,0,1684,7,658,395,624,629
pseudorandom,20,16,15,4,10315.54,2540.22,1564.21,1745.05,5.71,55414.0,TraCI requested termination.,12536.018,2.69735,1621.2728,8001,0,0,1643,8,392,521,722,627
pseudorandom,20,16,15,5,10078.28,2090.52,1138.83,1313.63,5.55,48535.0,TraCI requested termination.,11591.055,2.32377,1443.03258,8001,0,0,1531,10,263,415,843,599
pseudorandom,20,25,15,1,9974.65,2755.04,1752.13,1929.35,5.79,80731.0,TraCI requested termination.,19635.934,3.01137,1122.590145,8001,0,0,1788,4,371,555,858,612
pseudorandom,20,25,15,2,9780.54,2047.58,1121.32,1289.01,7.12,59539.0,TraCI requested termination.,19099.17,1.98642,857.769474,8001,0,0,1656,12,373,489,782,631
pseudorandom,20,25,15,3,9801.55,1735.76,816.14,982.94,9.29,45947.0,TraCI requested termination.,17750.69,1.37161,782.381474,8001,0,0,1607,11,522,375,699,603
pseudorandom,20,25,15,4,10139.24,2213.39,1244.0,1419.22,5.84,64746.0,TraCI requested termination.,20984.726,2.05607,843.913997,8001,0,0,1804,9,536,510,749,621
pseudorandom,20,25,15,5,9976.55,2067.63,1125.0,1296.71,6.04,59155.0,TraCI requested termination.,18696.385,2.00868,884.829607,8001,0,0,1634,10,398,538,688,644
pseudorandom,20,36,15,1,9834.45,1942.53,1003.74,1169.14,6.1,56748.0,TraCI requested termination.,25478.87,1.3795,610.002445,8001,0,0,1619,12,429,437,741,596
pseudorandom,20,36,15,2,9559.66,1726.46,831.51,992.84,7.42,47828.0,TraCI requested termination.,24610.208,1.06574,561.288023,8001,0,0,1513,8,360,462,683,629
pseudorandom,20,36,15,3,9856.32,1884.58,947.34,1112.14,6.34,56142.0,TraCI requested termination.,27415.325,1.25995,550.004751,8001,0,0,1470,10,255,526,679,611
pseudorandom,20,36,15,4,9676.27,1595.11,696.33,859.4,6.18,43502.0,TraCI requested termination.,25100.673,0.872566,508.451905,8001,0,0,1519,11,408,324,776,595
pseudorandom,20,36,15,5,9977.36,1813.93,885.65,1056.81,8.98,46091.0,TraCI requested termination.,28321.271,0.864756,512.450342,8001,0,0,1535,6,346,375,808,631
pseudorandom,20,49,15,1,9737.63,1667.31,758.41,919.46,5.88,43193.0,TraCI requested termination.,36926.915,0.58475,361.258042,8001,0,0,1439,10,262,492,675,622
pseudorandom,20,49,15,2,9494.13,1654.1,764.25,923.49,10.91,44658.0,TraCI requested termination.,35549.395,0.648619,372.284648,8001,0,0,1468,9,322,440,697,607
pseudorandom,20,49,15,3,9621.16,1891.39,969.84,1132.99,8.02,50288.0,TraCI requested termination.,38361.585,0.747831,394.484456,8001,0,0,1579,3,314,527,735,625
pseudorandom,20,49,15,4,9570.03,1730.62,811.99,975.1,7.43,47068.0,TraCI requested termination.,36290.711,0.701777,381.548986,8001,0,0,1391,9,301,444,637,590
pseudorandom,20,49,15,5,9692.87,1649.3,739.33,901.93,5.21,49433.0,TraCI requested termination.,38100.873,0.730508,346.344689,8001,0,0,1374,8,308,396,662,604
