2026-09-07 14:52:54 | ======================================================================
2026-09-07 14:52:54 | Iniciando tarefa — servidor0_tarefa59 | k=27 | seed=42
2026-09-07 14:52:54 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.08, 'population_size': 500, 'elitism_size': 4, 'tournament_size': 7, 'num_generations': 350}
2026-09-07 14:53:00 | Geração 0 (inicial) — melhor fitness: 255548699
2026-09-07 14:53:34 | Geração 1/350 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-09-07 14:54:07 | Geração 2/350 — melhor fitness: 247364028 | sem melhora há 0 geração(ões)
2026-09-07 14:54:41 | Geração 3/350 — melhor fitness: 246651502 | sem melhora há 0 geração(ões)
2026-09-07 14:55:14 | Geração 4/350 — melhor fitness: 244836540 | sem melhora há 0 geração(ões)
2026-09-07 14:55:47 | Geração 5/350 — melhor fitness: 242448869 | sem melhora há 0 geração(ões)
2026-09-07 14:56:19 | Geração 6/350 — melhor fitness: 241294118 | sem melhora há 0 geração(ões)
2026-09-07 14:56:50 | Geração 7/350 — melhor fitness: 239557469 | sem melhora há 0 geração(ões)
2026-09-07 14:57:23 | Geração 8/350 — melhor fitness: 232649631 | sem melhora há 0 geração(ões)
2026-09-07 14:57:56 | Geração 9/350 — melhor fitness: 229763383 | sem melhora há 0 geração(ões)
2026-09-07 14:58:29 | Geração 10/350 — melhor fitness: 229763383 | sem melhora há 1 geração(ões)
2026-09-07 14:59:01 | Geração 11/350 — melhor fitness: 227842699 | sem melhora há 0 geração(ões)
2026-09-07 14:59:33 | Geração 12/350 — melhor fitness: 227842699 | sem melhora há 1 geração(ões)
2026-09-07 15:00:05 | Geração 13/350 — melhor fitness: 227842699 | sem melhora há 2 geração(ões)
2026-09-07 15:00:37 | Geração 14/350 — melhor fitness: 227019902 | sem melhora há 0 geração(ões)
2026-09-07 15:01:09 | Geração 15/350 — melhor fitness: 227019902 | sem melhora há 1 geração(ões)
2026-09-07 15:01:40 | Geração 16/350 — melhor fitness: 225997215 | sem melhora há 0 geração(ões)
2026-09-07 15:02:14 | Geração 17/350 — melhor fitness: 225997215 | sem melhora há 1 geração(ões)
2026-09-07 15:02:47 | Geração 18/350 — melhor fitness: 225997215 | sem melhora há 2 geração(ões)
2026-09-07 15:03:18 | Geração 19/350 — melhor fitness: 225997215 | sem melhora há 3 geração(ões)
2026-09-07 15:03:51 | Geração 20/350 — melhor fitness: 225043988 | sem melhora há 0 geração(ões)
2026-09-07 15:04:24 | Geração 21/350 — melhor fitness: 224947647 | sem melhora há 0 geração(ões)
2026-09-07 15:04:56 | Geração 22/350 — melhor fitness: 224947647 | sem melhora há 1 geração(ões)
2026-09-07 15:05:30 | Geração 23/350 — melhor fitness: 224727141 | sem melhora há 0 geração(ões)
2026-09-07 15:06:03 | Geração 24/350 — melhor fitness: 222587263 | sem melhora há 0 geração(ões)
2026-09-07 15:06:36 | Geração 25/350 — melhor fitness: 222587263 | sem melhora há 1 geração(ões)
2026-09-07 15:07:07 | Geração 26/350 — melhor fitness: 222587263 | sem melhora há 2 geração(ões)
2026-09-07 15:07:39 | Geração 27/350 — melhor fitness: 222587263 | sem melhora há 3 geração(ões)
2026-09-07 15:08:11 | Geração 28/350 — melhor fitness: 221973131 | sem melhora há 0 geração(ões)
2026-09-07 15:08:42 | Geração 29/350 — melhor fitness: 221578661 | sem melhora há 0 geração(ões)
2026-09-07 15:09:15 | Geração 30/350 — melhor fitness: 221454836 | sem melhora há 0 geração(ões)
2026-09-07 15:09:47 | Geração 31/350 — melhor fitness: 219783784 | sem melhora há 0 geração(ões)
2026-09-07 15:10:19 | Geração 32/350 — melhor fitness: 219783784 | sem melhora há 1 geração(ões)
2026-09-07 15:10:51 | Geração 33/350 — melhor fitness: 218908441 | sem melhora há 0 geração(ões)
2026-09-07 15:11:25 | Geração 34/350 — melhor fitness: 218908441 | sem melhora há 1 geração(ões)
2026-09-07 15:11:57 | Geração 35/350 — melhor fitness: 218908441 | sem melhora há 2 geração(ões)
2026-09-07 15:12:29 | Geração 36/350 — melhor fitness: 216270524 | sem melhora há 0 geração(ões)
2026-09-07 15:13:02 | Geração 37/350 — melhor fitness: 216270524 | sem melhora há 1 geração(ões)
2026-09-07 15:13:35 | Geração 38/350 — melhor fitness: 216270524 | sem melhora há 2 geração(ões)
2026-09-07 15:14:08 | Geração 39/350 — melhor fitness: 216270524 | sem melhora há 3 geração(ões)
2026-09-07 15:14:41 | Geração 40/350 — melhor fitness: 216270524 | sem melhora há 4 geração(ões)
2026-09-07 15:15:14 | Geração 41/350 — melhor fitness: 216270524 | sem melhora há 5 geração(ões)
2026-09-07 15:15:46 | Geração 42/350 — melhor fitness: 216270524 | sem melhora há 6 geração(ões)
2026-09-07 15:16:18 | Geração 43/350 — melhor fitness: 216270524 | sem melhora há 7 geração(ões)
2026-09-07 15:16:51 | Geração 44/350 — melhor fitness: 216270524 | sem melhora há 8 geração(ões)
2026-09-07 15:17:25 | Geração 45/350 — melhor fitness: 216270524 | sem melhora há 9 geração(ões)
2026-09-07 15:17:57 | Geração 46/350 — melhor fitness: 216270524 | sem melhora há 10 geração(ões)
2026-09-07 15:18:30 | Geração 47/350 — melhor fitness: 216270524 | sem melhora há 11 geração(ões)
2026-09-07 15:19:02 | Geração 48/350 — melhor fitness: 215638897 | sem melhora há 0 geração(ões)
2026-09-07 15:19:35 | Geração 49/350 — melhor fitness: 215638897 | sem melhora há 1 geração(ões)
2026-09-07 15:20:08 | Geração 50/350 — melhor fitness: 215638897 | sem melhora há 2 geração(ões)
2026-09-07 15:20:41 | Geração 51/350 — melhor fitness: 215638897 | sem melhora há 3 geração(ões)
2026-09-07 15:21:14 | Geração 52/350 — melhor fitness: 215638897 | sem melhora há 4 geração(ões)
2026-09-07 15:21:47 | Geração 53/350 — melhor fitness: 215227522 | sem melhora há 0 geração(ões)
2026-09-07 15:22:18 | Geração 54/350 — melhor fitness: 215227522 | sem melhora há 1 geração(ões)
2026-09-07 15:22:51 | Geração 55/350 — melhor fitness: 215227522 | sem melhora há 2 geração(ões)
2026-09-07 15:23:23 | Geração 56/350 — melhor fitness: 215227522 | sem melhora há 3 geração(ões)
2026-09-07 15:23:55 | Geração 57/350 — melhor fitness: 214845052 | sem melhora há 0 geração(ões)
2026-09-07 15:24:27 | Geração 58/350 — melhor fitness: 214845052 | sem melhora há 1 geração(ões)
2026-09-07 15:25:00 | Geração 59/350 — melhor fitness: 214229425 | sem melhora há 0 geração(ões)
2026-09-07 15:25:32 | Geração 60/350 — melhor fitness: 214229425 | sem melhora há 1 geração(ões)
2026-09-07 15:26:04 | Geração 61/350 — melhor fitness: 214229425 | sem melhora há 2 geração(ões)
2026-09-07 15:26:38 | Geração 62/350 — melhor fitness: 214229425 | sem melhora há 3 geração(ões)
2026-09-07 15:27:11 | Geração 63/350 — melhor fitness: 214229425 | sem melhora há 4 geração(ões)
2026-09-07 15:27:43 | Geração 64/350 — melhor fitness: 214229425 | sem melhora há 5 geração(ões)
2026-09-07 15:28:15 | Geração 65/350 — melhor fitness: 214229425 | sem melhora há 6 geração(ões)
2026-09-07 15:28:48 | Geração 66/350 — melhor fitness: 214229425 | sem melhora há 7 geração(ões)
2026-09-07 15:29:20 | Geração 67/350 — melhor fitness: 214229425 | sem melhora há 8 geração(ões)
2026-09-07 15:29:53 | Geração 68/350 — melhor fitness: 213562310 | sem melhora há 0 geração(ões)
2026-09-07 15:30:25 | Geração 69/350 — melhor fitness: 213562310 | sem melhora há 1 geração(ões)
2026-09-07 15:30:58 | Geração 70/350 — melhor fitness: 213562310 | sem melhora há 2 geração(ões)
2026-09-07 15:31:31 | Geração 71/350 — melhor fitness: 213316561 | sem melhora há 0 geração(ões)
2026-09-07 15:32:04 | Geração 72/350 — melhor fitness: 213316561 | sem melhora há 1 geração(ões)
2026-09-07 15:32:37 | Geração 73/350 — melhor fitness: 213316561 | sem melhora há 2 geração(ões)
2026-09-07 15:33:09 | Geração 74/350 — melhor fitness: 213316561 | sem melhora há 3 geração(ões)
2026-09-07 15:33:42 | Geração 75/350 — melhor fitness: 213316561 | sem melhora há 4 geração(ões)
2026-09-07 15:34:14 | Geração 76/350 — melhor fitness: 213316561 | sem melhora há 5 geração(ões)
2026-09-07 15:34:47 | Geração 77/350 — melhor fitness: 213316561 | sem melhora há 6 geração(ões)
2026-09-07 15:35:18 | Geração 78/350 — melhor fitness: 213316561 | sem melhora há 7 geração(ões)
2026-09-07 15:35:52 | Geração 79/350 — melhor fitness: 213316561 | sem melhora há 8 geração(ões)
2026-09-07 15:36:25 | Geração 80/350 — melhor fitness: 213316561 | sem melhora há 9 geração(ões)
2026-09-07 15:36:58 | Geração 81/350 — melhor fitness: 212819065 | sem melhora há 0 geração(ões)
2026-09-07 15:37:30 | Geração 82/350 — melhor fitness: 212819065 | sem melhora há 1 geração(ões)
2026-09-07 15:38:02 | Geração 83/350 — melhor fitness: 212462039 | sem melhora há 0 geração(ões)
2026-09-07 15:38:36 | Geração 84/350 — melhor fitness: 212462039 | sem melhora há 1 geração(ões)
2026-09-07 15:39:08 | Geração 85/350 — melhor fitness: 212462039 | sem melhora há 2 geração(ões)
2026-09-07 15:39:41 | Geração 86/350 — melhor fitness: 212462039 | sem melhora há 3 geração(ões)
2026-09-07 15:40:14 | Geração 87/350 — melhor fitness: 212462039 | sem melhora há 4 geração(ões)
2026-09-07 15:40:46 | Geração 88/350 — melhor fitness: 212462039 | sem melhora há 5 geração(ões)
2026-09-07 15:41:19 | Geração 89/350 — melhor fitness: 212462039 | sem melhora há 6 geração(ões)
2026-09-07 15:41:52 | Geração 90/350 — melhor fitness: 212301444 | sem melhora há 0 geração(ões)
2026-09-07 15:42:25 | Geração 91/350 — melhor fitness: 211944418 | sem melhora há 0 geração(ões)
2026-09-07 15:42:58 | Geração 92/350 — melhor fitness: 211944418 | sem melhora há 1 geração(ões)
2026-09-07 15:43:32 | Geração 93/350 — melhor fitness: 211944418 | sem melhora há 2 geração(ões)
2026-09-07 15:44:05 | Geração 94/350 — melhor fitness: 211944418 | sem melhora há 3 geração(ões)
2026-09-07 15:44:37 | Geração 95/350 — melhor fitness: 211944418 | sem melhora há 4 geração(ões)
2026-09-07 15:45:11 | Geração 96/350 — melhor fitness: 211944418 | sem melhora há 5 geração(ões)
2026-09-07 15:45:43 | Geração 97/350 — melhor fitness: 211944418 | sem melhora há 6 geração(ões)
2026-09-07 15:46:16 | Geração 98/350 — melhor fitness: 211944418 | sem melhora há 7 geração(ões)
2026-09-07 15:46:48 | Geração 99/350 — melhor fitness: 211944418 | sem melhora há 8 geração(ões)
2026-09-07 15:47:22 | Geração 100/350 — melhor fitness: 211944418 | sem melhora há 9 geração(ões)
2026-09-07 15:47:54 | Geração 101/350 — melhor fitness: 211944418 | sem melhora há 10 geração(ões)
2026-09-07 15:48:27 | Geração 102/350 — melhor fitness: 211358367 | sem melhora há 0 geração(ões)
2026-09-07 15:49:00 | Geração 103/350 — melhor fitness: 211358367 | sem melhora há 1 geração(ões)
2026-09-07 15:49:33 | Geração 104/350 — melhor fitness: 211358367 | sem melhora há 2 geração(ões)
2026-09-07 15:50:07 | Geração 105/350 — melhor fitness: 211358367 | sem melhora há 3 geração(ões)
2026-09-07 15:50:39 | Geração 106/350 — melhor fitness: 211358367 | sem melhora há 4 geração(ões)
2026-09-07 15:51:11 | Geração 107/350 — melhor fitness: 211358367 | sem melhora há 5 geração(ões)
2026-09-07 15:51:46 | Geração 108/350 — melhor fitness: 211358367 | sem melhora há 6 geração(ões)
2026-09-07 15:52:17 | Geração 109/350 — melhor fitness: 211358367 | sem melhora há 7 geração(ões)
2026-09-07 15:52:51 | Geração 110/350 — melhor fitness: 211358367 | sem melhora há 8 geração(ões)
2026-09-07 15:53:25 | Geração 111/350 — melhor fitness: 211163194 | sem melhora há 0 geração(ões)
2026-09-07 15:53:57 | Geração 112/350 — melhor fitness: 211163194 | sem melhora há 1 geração(ões)
2026-09-07 15:54:28 | Geração 113/350 — melhor fitness: 211163194 | sem melhora há 2 geração(ões)
2026-09-07 15:55:02 | Geração 114/350 — melhor fitness: 211163194 | sem melhora há 3 geração(ões)
2026-09-07 15:55:35 | Geração 115/350 — melhor fitness: 210512559 | sem melhora há 0 geração(ões)
2026-09-07 15:56:07 | Geração 116/350 — melhor fitness: 208935005 | sem melhora há 0 geração(ões)
2026-09-07 15:56:39 | Geração 117/350 — melhor fitness: 208935005 | sem melhora há 1 geração(ões)
2026-09-07 15:57:13 | Geração 118/350 — melhor fitness: 208908720 | sem melhora há 0 geração(ões)
2026-09-07 15:57:45 | Geração 119/350 — melhor fitness: 208908720 | sem melhora há 1 geração(ões)
2026-09-07 15:58:18 | Geração 120/350 — melhor fitness: 208908720 | sem melhora há 2 geração(ões)
2026-09-07 15:58:51 | Geração 121/350 — melhor fitness: 208908720 | sem melhora há 3 geração(ões)
2026-09-07 15:59:24 | Geração 122/350 — melhor fitness: 208908720 | sem melhora há 4 geração(ões)
2026-09-07 15:59:58 | Geração 123/350 — melhor fitness: 208908720 | sem melhora há 5 geração(ões)
2026-09-07 16:00:31 | Geração 124/350 — melhor fitness: 208908720 | sem melhora há 6 geração(ões)
2026-09-07 16:01:04 | Geração 125/350 — melhor fitness: 208908720 | sem melhora há 7 geração(ões)
2026-09-07 16:01:36 | Geração 126/350 — melhor fitness: 208908720 | sem melhora há 8 geração(ões)
2026-09-07 16:02:09 | Geração 127/350 — melhor fitness: 207994070 | sem melhora há 0 geração(ões)
2026-09-07 16:02:42 | Geração 128/350 — melhor fitness: 207994070 | sem melhora há 1 geração(ões)
2026-09-07 16:03:14 | Geração 129/350 — melhor fitness: 207994070 | sem melhora há 2 geração(ões)
2026-09-07 16:03:47 | Geração 130/350 — melhor fitness: 207994070 | sem melhora há 3 geração(ões)
2026-09-07 16:04:20 | Geração 131/350 — melhor fitness: 207994070 | sem melhora há 4 geração(ões)
2026-09-07 16:04:53 | Geração 132/350 — melhor fitness: 207994070 | sem melhora há 5 geração(ões)
2026-09-07 16:05:28 | Geração 133/350 — melhor fitness: 207994070 | sem melhora há 6 geração(ões)
2026-09-07 16:06:01 | Geração 134/350 — melhor fitness: 207616986 | sem melhora há 0 geração(ões)
2026-09-07 16:06:34 | Geração 135/350 — melhor fitness: 207114406 | sem melhora há 0 geração(ões)
2026-09-07 16:07:06 | Geração 136/350 — melhor fitness: 207114406 | sem melhora há 1 geração(ões)
2026-09-07 16:07:39 | Geração 137/350 — melhor fitness: 207114406 | sem melhora há 2 geração(ões)
2026-09-07 16:08:14 | Geração 138/350 — melhor fitness: 207114406 | sem melhora há 3 geração(ões)
2026-09-07 16:08:47 | Geração 139/350 — melhor fitness: 207114406 | sem melhora há 4 geração(ões)
2026-09-07 16:09:21 | Geração 140/350 — melhor fitness: 207114406 | sem melhora há 5 geração(ões)
2026-09-07 16:09:55 | Geração 141/350 — melhor fitness: 207114406 | sem melhora há 6 geração(ões)
2026-09-07 16:10:27 | Geração 142/350 — melhor fitness: 207114406 | sem melhora há 7 geração(ões)
2026-09-07 16:11:00 | Geração 143/350 — melhor fitness: 207114406 | sem melhora há 8 geração(ões)
2026-09-07 16:11:32 | Geração 144/350 — melhor fitness: 207114406 | sem melhora há 9 geração(ões)
2026-09-07 16:12:05 | Geração 145/350 — melhor fitness: 207114406 | sem melhora há 10 geração(ões)
2026-09-07 16:12:38 | Geração 146/350 — melhor fitness: 207114406 | sem melhora há 11 geração(ões)
2026-09-07 16:13:09 | Geração 147/350 — melhor fitness: 207114406 | sem melhora há 12 geração(ões)
2026-09-07 16:13:42 | Geração 148/350 — melhor fitness: 207114406 | sem melhora há 13 geração(ões)
2026-09-07 16:14:14 | Geração 149/350 — melhor fitness: 207114406 | sem melhora há 14 geração(ões)
2026-09-07 16:14:47 | Geração 150/350 — melhor fitness: 207114406 | sem melhora há 15 geração(ões)
2026-09-07 16:15:19 | Geração 151/350 — melhor fitness: 207114406 | sem melhora há 16 geração(ões)
2026-09-07 16:15:52 | Geração 152/350 — melhor fitness: 206556162 | sem melhora há 0 geração(ões)
2026-09-07 16:16:24 | Geração 153/350 — melhor fitness: 206556162 | sem melhora há 1 geração(ões)
2026-09-07 16:16:57 | Geração 154/350 — melhor fitness: 206556162 | sem melhora há 2 geração(ões)
2026-09-07 16:17:30 | Geração 155/350 — melhor fitness: 206556162 | sem melhora há 3 geração(ões)
2026-09-07 16:18:04 | Geração 156/350 — melhor fitness: 206556162 | sem melhora há 4 geração(ões)
2026-09-07 16:18:36 | Geração 157/350 — melhor fitness: 206556162 | sem melhora há 5 geração(ões)
2026-09-07 16:19:09 | Geração 158/350 — melhor fitness: 206556162 | sem melhora há 6 geração(ões)
2026-09-07 16:19:42 | Geração 159/350 — melhor fitness: 206258528 | sem melhora há 0 geração(ões)
2026-09-07 16:20:13 | Geração 160/350 — melhor fitness: 206258528 | sem melhora há 1 geração(ões)
2026-09-07 16:20:45 | Geração 161/350 — melhor fitness: 206258528 | sem melhora há 2 geração(ões)
2026-09-07 16:21:18 | Geração 162/350 — melhor fitness: 206258528 | sem melhora há 3 geração(ões)
2026-09-07 16:21:52 | Geração 163/350 — melhor fitness: 206258528 | sem melhora há 4 geração(ões)
2026-09-07 16:22:25 | Geração 164/350 — melhor fitness: 205555936 | sem melhora há 0 geração(ões)
2026-09-07 16:22:59 | Geração 165/350 — melhor fitness: 205555936 | sem melhora há 1 geração(ões)
2026-09-07 16:23:32 | Geração 166/350 — melhor fitness: 205555936 | sem melhora há 2 geração(ões)
2026-09-07 16:24:04 | Geração 167/350 — melhor fitness: 205555936 | sem melhora há 3 geração(ões)
2026-09-07 16:24:36 | Geração 168/350 — melhor fitness: 205505681 | sem melhora há 0 geração(ões)
2026-09-07 16:25:09 | Geração 169/350 — melhor fitness: 205505681 | sem melhora há 1 geração(ões)
2026-09-07 16:25:41 | Geração 170/350 — melhor fitness: 205384977 | sem melhora há 0 geração(ões)
2026-09-07 16:26:15 | Geração 171/350 — melhor fitness: 205384977 | sem melhora há 1 geração(ões)
2026-09-07 16:26:47 | Geração 172/350 — melhor fitness: 205384977 | sem melhora há 2 geração(ões)
2026-09-07 16:27:22 | Geração 173/350 — melhor fitness: 205384977 | sem melhora há 3 geração(ões)
2026-09-07 16:27:54 | Geração 174/350 — melhor fitness: 205384977 | sem melhora há 4 geração(ões)
2026-09-07 16:28:27 | Geração 175/350 — melhor fitness: 205384977 | sem melhora há 5 geração(ões)
2026-09-07 16:29:00 | Geração 176/350 — melhor fitness: 205384977 | sem melhora há 6 geração(ões)
2026-09-07 16:29:32 | Geração 177/350 — melhor fitness: 205384977 | sem melhora há 7 geração(ões)
2026-09-07 16:30:05 | Geração 178/350 — melhor fitness: 205384977 | sem melhora há 8 geração(ões)
2026-09-07 16:30:37 | Geração 179/350 — melhor fitness: 205384977 | sem melhora há 9 geração(ões)
2026-09-07 16:31:09 | Geração 180/350 — melhor fitness: 205384977 | sem melhora há 10 geração(ões)
2026-09-07 16:31:42 | Geração 181/350 — melhor fitness: 205384977 | sem melhora há 11 geração(ões)
2026-09-07 16:32:14 | Geração 182/350 — melhor fitness: 205384977 | sem melhora há 12 geração(ões)
2026-09-07 16:32:46 | Geração 183/350 — melhor fitness: 205384977 | sem melhora há 13 geração(ões)
2026-09-07 16:33:20 | Geração 184/350 — melhor fitness: 205384977 | sem melhora há 14 geração(ões)
2026-09-07 16:33:53 | Geração 185/350 — melhor fitness: 205384977 | sem melhora há 15 geração(ões)
2026-09-07 16:34:26 | Geração 186/350 — melhor fitness: 205384977 | sem melhora há 16 geração(ões)
2026-09-07 16:34:58 | Geração 187/350 — melhor fitness: 205384977 | sem melhora há 17 geração(ões)
2026-09-07 16:35:32 | Geração 188/350 — melhor fitness: 205384977 | sem melhora há 18 geração(ões)
2026-09-07 16:36:06 | Geração 189/350 — melhor fitness: 205384977 | sem melhora há 19 geração(ões)
2026-09-07 16:36:40 | Geração 190/350 — melhor fitness: 205384977 | sem melhora há 20 geração(ões)
2026-09-07 16:37:14 | Geração 191/350 — melhor fitness: 205170704 | sem melhora há 0 geração(ões)
2026-09-07 16:37:49 | Geração 192/350 — melhor fitness: 205170704 | sem melhora há 1 geração(ões)
